user_id,recipe_name,user_gender,user_age,user_hobbies,user_health,user_history,meals,rating
1,canh cải thảo cuốn thịt,1,trẻ em,,,[],79,5
1,canh chua tôm,1,trẻ em,,,[],5,5
1,đậu hũ rim hành lá rau muống luộc,1,trẻ em,,,[],756,5
1,chè trái cây,1,trẻ em,,,[],482,5
1,rau muống luộc,1,trẻ em,,,[],17,4
1,mì xào dòn,1,trẻ em,,,[],792,4
1,canh riêu cá điêu hồng,1,trẻ em,,,[],733,5
1,canh rau ngót nấu bò,1,trẻ em,,,[],746,5
1,dọc mùng xào sả,1,trẻ em,,,[],256,5
1,gỏi măng,1,trẻ em,,,[],530,5
1,bồ câu rim sả ớt,1,trẻ em,,,[],799,5
1,cá điêu hồng chiên xù,1,trẻ em,,,[],300,5
1,sandwich tươi nhân thịt gà,1,trẻ em,,,[],551,5
1,giá xào tim heo,1,trẻ em,,,[],847,3
1,thịt luộc,1,trẻ em,,,[],74,5
1,cải thìa luộc,1,trẻ em,,,[],257,4
1,canh nấm rơm đậu phụ non,1,trẻ em,,,[],667,5
1,canh khổ qua tôm khô,1,trẻ em,,,[],424,5
1,thịt đông,1,trẻ em,,,[],972,2
1,canh măng chua,1,trẻ em,,,[],50,5
1,sinh tố mít,1,trẻ em,,,[],496,5
1,chè đậu ngự,1,trẻ em,,,[],730,1
1,nước bí đao,1,trẻ em,,,[],541,5
1,canh rau mồng tơi nấu tôm,1,trẻ em,,,[],503,5
1,đậu sốt tứ xuyên,1,trẻ em,,,[],159,5
1,rau dền luộc,1,trẻ em,,,[],286,4
1,nước rau má đậu xanh,1,trẻ em,,,[],820,3
1,giá xào lòng gà,1,trẻ em,,,[],977,5
1,thanh long ướp lạnh,1,trẻ em,,,[],884,4
1,gỏi bê tái chanh,1,trẻ em,,,[],678,5
1,canh chua hải sản,1,trẻ em,,,[],317,5
1,canh rau ngót nấu thịt băm,1,trẻ em,,,[],113,5
1,cá trê chiên giòn mắm gừng,1,trẻ em,,,[],782,5
1,rau muống luộc,1,trẻ em,,,[],8,5
1,gà nấu lá giang,1,trẻ em,,,[],322,5
1,gà xào sả ớt,1,trẻ em,,,[],5,5
2,canh giò heo nấu rau củ,0,người già,,bệnh dạ dày,[],762,4
2,"nước ép táo, nam việt quất",0,người già,,bệnh dạ dày,[],170,5
2,bò xào hành cần,0,người già,,bệnh dạ dày,[],514,3
2,tôm xào hạnh nhân,0,người già,,bệnh dạ dày,[],228,4
2,ốc om chuối đậu,0,người già,,bệnh dạ dày,[],47,5
2,bún gạo xào,0,người già,,bệnh dạ dày,[],425,3
2,rau dền nấu tôm,0,người già,,bệnh dạ dày,[],633,5
2,canh củ dền hầm sườn,0,người già,,bệnh dạ dày,[],414,5
2,phá lấu bánh mì,0,người già,,bệnh dạ dày,[],809,4
2,nước ép lê,0,người già,,bệnh dạ dày,[],396,5
2,mực xào hành cần,0,người già,,bệnh dạ dày,[],586,3
2,canh cá lóc nấu bầu,0,người già,,bệnh dạ dày,[],262,5
2,đậu sốt cà chua,0,người già,,bệnh dạ dày,[],24,5
2,đuôi  heo hầm kỷ tử và atiso,0,người già,,bệnh dạ dày,[],0,0
2,cà xào thịt bằm,0,người già,,bệnh dạ dày,[],900,4
2,cà tím nướng mỡ hành,0,người già,,bệnh dạ dày,[],327,4
2,bánh mì pa tê,0,người già,,bệnh dạ dày,[],456,4
2,cá kho tương bần,0,người già,,bệnh dạ dày,[],405,5
2,bắp cải trắng luộc,0,người già,,bệnh dạ dày,[],752,4
2,rau muống luộc ăn kèm cà pháo,0,người già,,bệnh dạ dày,[],2,5
2,cá bống kho tiêu,0,người già,,bệnh dạ dày,[],457,2
2,bao tử hầm tiêu xanh,0,người già,,bệnh dạ dày,[],482,5
2,cà pháo,0,người già,,bệnh dạ dày,[],73,4
2,canh ngao chua,0,người già,,bệnh dạ dày,[],139,2
2,canh rua dền tím nấu tôm,0,người già,,bệnh dạ dày,[],641,5
2,tép rang,0,người già,,bệnh dạ dày,[],835,4
2,rau mồng tơi xào tỏi,0,người già,,bệnh dạ dày,[],248,4
2,thịt luộc,0,người già,,bệnh dạ dày,[],960,4
2,nước sâm bí đao,0,người già,,bệnh dạ dày,[],460,5
2,cải dún xào gan,0,người già,,bệnh dạ dày,[],214,5
2,tôm chiên sả ớt,0,người già,,bệnh dạ dày,[],59,5
2,lạc rang,0,người già,,bệnh dạ dày,[],90,3
2,thịt lợn rán,0,người già,,bệnh dạ dày,[],139,5
2,rau cải xào thịt bò,0,người già,,bệnh dạ dày,[],56,5
2,sinh tố cà chua,0,người già,,bệnh dạ dày,[],270,1
2,cánh gà nướng hương quế,0,người già,,bệnh dạ dày,[],451,5
2,su su luộc chấm muối vừng,0,người già,,bệnh dạ dày,[],984,5
2,chè đậu ngự,0,người già,,bệnh dạ dày,[],448,4
2,sữa đậu nành,0,người già,,bệnh dạ dày,[],261,2
2,nước ép cà chua,0,người già,,bệnh dạ dày,[],826,1
2,dưa muối,0,người già,,bệnh dạ dày,[],92,5
2,cà tím nướng,0,người già,,bệnh dạ dày,[],172,5
2,kem tươi trà xanh trái cây,0,người già,,bệnh dạ dày,[],931,5
2,nước ép thơm,0,người già,,bệnh dạ dày,[],433,1
2,thịt kho trứng,0,người già,,bệnh dạ dày,[],110,4
2,thịt bò xào cần,0,người già,,bệnh dạ dày,[],579,5
2,món cực ngon cho gia đình,0,người già,,bệnh dạ dày,[],970,5
2,nước ép dưa hấu,0,người già,,bệnh dạ dày,[],582,3
2,dâu giằm đá,0,người già,,bệnh dạ dày,[],695,5
2,canh sườn nấu khoai môn,0,người già,,bệnh dạ dày,[],543,4
3,gỏi măng tươi,0,người già,,bệnh dạ dày,[],613,4
3,tôm sốt cà chua,0,người già,,bệnh dạ dày,[],102,5
3,mực dồn thịt xốt cam,0,người già,,bệnh dạ dày,[],751,5
3,cà chua dồn cốm chiên,0,người già,,bệnh dạ dày,[],212,5
3,đậu hũ chiên xù,0,người già,,bệnh dạ dày,[],236,4
3,miến gà tôm thịt,0,người già,,bệnh dạ dày,[],676,5
3,nước ép táo,0,người già,,bệnh dạ dày,[],439,1
3,canh gà nấu lá giang,0,người già,,bệnh dạ dày,[],256,4
3,các chình chiên muối ớt,0,người già,,bệnh dạ dày,[],465,5
3,gỏi sứa,0,người già,,bệnh dạ dày,[],395,5
3,sinh tố mãng cầu,0,người già,,bệnh dạ dày,[],511,3
3,bí đao cuốn thịt,0,người già,,bệnh dạ dày,[],142,5
3,sườn chìa nướng cơm nắm,0,người già,,bệnh dạ dày,[],507,5
3,canh bí đỏ thịt nạc,0,người già,,bệnh dạ dày,[],153,5
3,thịt nướng,0,người già,,bệnh dạ dày,[],970,5
3,nước ép táo,0,người già,,bệnh dạ dày,[],439,1
3,canh bầu nấu tôm,0,người già,,bệnh dạ dày,[],152,1
3,nước mía,0,người già,,bệnh dạ dày,[],823,1
3,rau dền luộc,0,người già,,bệnh dạ dày,[],579,2
3,đậu phụ chiên muối sả,0,người già,,bệnh dạ dày,[],724,5
3,canh  rau dền nấu thịt bò,0,người già,,bệnh dạ dày,[],0,0
3,gà hầm cam mỹ bánh mì,0,người già,,bệnh dạ dày,[],745,5
3,canh bầu nấu ngao,0,người già,,bệnh dạ dày,[],20,5
3,cá chim chiên tỏi,0,người già,,bệnh dạ dày,[],173,5
3,thịt luộc,0,người già,,bệnh dạ dày,[],963,3
3,gỏi cổ hủ dừa,0,người già,,bệnh dạ dày,[],554,4
3,cơm rượu bắc,0,người già,,bệnh dạ dày,[],778,4
3,cháo thịt thỏ,0,người già,,bệnh dạ dày,[],201,5
3,đậu phụ luộc,0,người già,,bệnh dạ dày,[],103,2
3,ếch rim sả ớt,0,người già,,bệnh dạ dày,[],581,3
3,canh gà nấu lá giang,0,người già,,bệnh dạ dày,[],256,4
3,canh cá kèo nấu nấm,0,người già,,bệnh dạ dày,[],672,5
3,bò xào cần tỏi,0,người già,,bệnh dạ dày,[],980,4
3,rau dền nấu tôm,0,người già,,bệnh dạ dày,[],633,5
3,canh cá thác lác cải thìa,0,người già,,bệnh dạ dày,[],929,4
3,thịt ba rọi kho nấm đông cô,0,người già,,bệnh dạ dày,[],263,5
3,mực chiên mắm tỏi,0,người già,,bệnh dạ dày,[],986,5
3,cải xoong xào bò,0,người già,,bệnh dạ dày,[],878,5
3,lê  ướp đá,0,người già,,bệnh dạ dày,[],0,0
3,cải thìa luộc,0,người già,,bệnh dạ dày,[],257,4
3,nước ép bưởi,0,người già,,bệnh dạ dày,[],389,2
3,nước mía,0,người già,,bệnh dạ dày,[],823,1
3,nộm dưa chuột,0,người già,,bệnh dạ dày,[],143,5
3,canh sướn nấu củ dền,0,người già,,bệnh dạ dày,[],439,5
3,dưa chuột chẻ,0,người già,,bệnh dạ dày,[],59,3
3,canh xương,0,người già,,bệnh dạ dày,[],26,5
3,kem sầu riêng,0,người già,,bệnh dạ dày,[],521,4
3,rau muống xào tỏi,0,người già,,bệnh dạ dày,[],39,4
3,cà phê sữa,0,người già,,bệnh dạ dày,[],619,1
3,vịt quay om nước tương,0,người già,,bệnh dạ dày,[],280,5
4,rau dền luộc,1,người già,,bệnh huyết áp cao,[],730,1
4,khoai tây nhồi thịt heo chiên,1,người già,,bệnh huyết áp cao,[],276,5
4,nước ép táo,1,người già,,bệnh huyết áp cao,[],344,3
4,cá thu sốt cà chua,1,người già,,bệnh huyết áp cao,[],970,4
4,sữa đậu nành,1,người già,,bệnh huyết áp cao,[],261,2
4,canh cải xooang nấu bò,1,người già,,bệnh huyết áp cao,[],884,5
4,tôm rim ba rọi,1,người già,,bệnh huyết áp cao,[],748,4
4,canh dưa hường nấu tôm,1,người già,,bệnh huyết áp cao,[],467,5
4,rau muống xào tỏi,1,người già,,bệnh huyết áp cao,[],48,3
4,canh rau ngót thịt băm,1,người già,,bệnh huyết áp cao,[],92,4
4,nho ướp lạnh,1,người già,,bệnh huyết áp cao,[],440,4
4,bánh flan,1,người già,,bệnh huyết áp cao,[],255,4
4,nước ép cam,1,người già,,bệnh huyết áp cao,[],704,3
4,bún sứa,1,người già,,bệnh huyết áp cao,[],773,5
4,đậu phụ tứ xuyên,1,người già,,bệnh huyết áp cao,[],89,5
4,thịt lợn rang sả ớt,1,người già,,bệnh huyết áp cao,[],50,5
4,nước rau má đậu xanh,1,người già,,bệnh huyết áp cao,[],820,3
4,bắp bò ngâm nước mắm,1,người già,,bệnh huyết áp cao,[],310,4
4,bắp cải luộc,1,người già,,bệnh huyết áp cao,[],58,4
4,móng giò luộc,1,người già,,bệnh huyết áp cao,[],987,5
4,cá nục hấp hành,1,người già,,bệnh huyết áp cao,[],379,4
4,dưa chuột cắt lát,1,người già,,bệnh huyết áp cao,[],981,4
4,canh ngao nấm kim cải thảo,1,người già,,bệnh huyết áp cao,[],52,5
4,sữa đậu nành,1,người già,,bệnh huyết áp cao,[],261,2
4,bò xào bông hành,1,người già,,bệnh huyết áp cao,[],567,5
4,măng xào thịt,1,người già,,bệnh huyết áp cao,[],539,5
4,cải mầm trộn dầu giấm,1,người già,,bệnh huyết áp cao,[],203,5
4,nước ép bưởi,1,người già,,bệnh huyết áp cao,[],181,4
4,rau lang luộc,1,người già,,bệnh huyết áp cao,[],473,1
4,canh cá nấu chua,1,người già,,bệnh huyết áp cao,[],76,3
4,hủ tiếu,1,người già,,bệnh huyết áp cao,[],699,5
4,lê ướp lạnh,1,người già,,bệnh huyết áp cao,[],196,5
4,đậu hũ trắng kho sườn,1,người già,,bệnh huyết áp cao,[],588,5
4,canh bí nấu thịt gà,1,người già,,bệnh huyết áp cao,[],35,5
4,gỏi sứa,1,người già,,bệnh huyết áp cao,[],862,2
4,nước cam,1,người già,,bệnh huyết áp cao,[],179,5
4,cà phê sữa,1,người già,,bệnh huyết áp cao,[],435,3
4,rau cải xào thịt bò,1,người già,,bệnh huyết áp cao,[],56,5
4,canh chua tôm ngó sen,1,người già,,bệnh huyết áp cao,[],584,3
4,đỗ luộc,1,người già,,bệnh huyết áp cao,[],140,1
4,cá cơm chiên giòn,1,người già,,bệnh huyết áp cao,[],472,5
4,mứt thơm,1,người già,,bệnh huyết áp cao,[],818,4
4,gỏi măng tươi,1,người già,,bệnh huyết áp cao,[],470,5
4,nước ép dưa hấu,1,người già,,bệnh huyết áp cao,[],193,5
4,canh giá hẹ,1,người già,,bệnh huyết áp cao,[],892,5
4,trái cây giằm,1,người già,,bệnh huyết áp cao,[],504,4
4,canh củ dền nấu thịt,1,người già,,bệnh huyết áp cao,[],552,5
4,lạc rang,1,người già,,bệnh huyết áp cao,[],18,5
4,sườn rán,1,người già,,bệnh huyết áp cao,[],82,5
4,bắp cải luộc,1,người già,,bệnh huyết áp cao,[],43,5
5,nộm sứa,1,trẻ em,,,[],89,5
5,cánh gà nướng hương quế,1,trẻ em,,,[],451,5
5,chè đậu xanh,1,trẻ em,,,[],819,1
5,bún gạo xào,1,trẻ em,,,[],304,4
5,mắm tép chưng,1,trẻ em,,,[],128,4
5,tôm chiên sả ớt,1,trẻ em,,,[],59,5
5,cá nục kho me,1,trẻ em,,,[],855,4
5,nước trà lipton,1,trẻ em,,,[],718,5
5,bún gạo xào,1,trẻ em,,,[],527,2
5,canh rau cải nấu thịt băm,1,trẻ em,,,[],65,5
5,thịt chân giò luộc,1,trẻ em,,,[],111,2
5,chè bắp,1,trẻ em,,,[],263,4
5,đậu tẩm hành,1,trẻ em,,,[],118,3
5,sườn chìa nướng cơm nắm,1,trẻ em,,,[],507,5
5,cháo cá lóc,1,trẻ em,,,[],404,5
5,canh tôm khoai môn,1,trẻ em,,,[],586,5
5,canh tôm khoai mỡ,1,trẻ em,,,[],716,3
5,cá điêu hồng chiên xù,1,trẻ em,,,[],909,3
5,bắp bò kho nghệ,1,trẻ em,,,[],399,5
5,thịt ba chỉ rang cháy cạnh,1,trẻ em,,,[],121,3
5,tép đồng cuốn bánh tráng,1,trẻ em,,,[],383,5
5,canh rong biển,1,trẻ em,,,[],549,5
5,bún xào singapore,1,trẻ em,,,[],282,5
5,canh khoai tím nấu mướp,1,trẻ em,,,[],782,5
5,su su luộc,1,trẻ em,,,[],156,3
5,canh chua cá lóc,1,trẻ em,,,[],316,4
5,dưa giá,1,trẻ em,,,[],796,3
5,canh bầu nấu tôm,1,trẻ em,,,[],132,2
5,chè chuối,1,trẻ em,,,[],414,4
5,"rau càng cua trộn trứng, giấm đường",1,trẻ em,,,[],169,5
5,cá chạch kho gừng,1,trẻ em,,,[],390,5
5,chè hoa cúc táo đỏ,1,trẻ em,,,[],849,4
5,nước ép thơm,1,trẻ em,,,[],398,3
5,thịt ba rọi chiên,1,trẻ em,,,[],612,4
5,spaghetti trộn trứng cá cay,1,trẻ em,,,[],289,5
5,"patê gan gà, bánh mì",1,trẻ em,,,[],305,5
5,cá cơm kho tiêu,1,trẻ em,,,[],789,2
5,canh cá lóc nấu thơm,1,trẻ em,,,[],306,3
5,canh cải bẹ xanh nấu ruốc,1,trẻ em,,,[],679,5
5,bánh hỏi thịt nướng,1,trẻ em,,,[],220,5
5,bao tử trộn dưa kiệu,1,trẻ em,,,[],344,5
5,đỗ luộc,1,trẻ em,,,[],140,1
5,cật heo chấy tỏi,1,trẻ em,,,[],880,4
5,chè mè đen,1,trẻ em,,,[],943,3
5,canh rau ngót nấu thịt,1,trẻ em,,,[],15,5
5,rau cải xanh xào,1,trẻ em,,,[],736,5
5,cá kho,1,trẻ em,,,[],53,5
5,mãng cầu giằm,1,trẻ em,,,[],692,3
5,tép rim ba rọi,1,trẻ em,,,[],620,5
5,thịt kho măng,1,trẻ em,,,[],549,4
6,gỏi bưởi,1,người già,,bệnh tim mạch,[],572,5
6,tôm trộm ba khía,1,người già,,bệnh tim mạch,[],769,5
6,chè mủ trôm,1,người già,,bệnh tim mạch,[],817,3
6,canh bò nấu cải cúc,1,người già,,bệnh tim mạch,[],653,4
6,rau muống xào tỏi,1,người già,,bệnh tim mạch,[],48,3
6,canh cá thu nấu ngót,1,người già,,bệnh tim mạch,[],291,5
6,nước ép cam,1,người già,,bệnh tim mạch,[],677,4
6,ức gà xào nấm,1,người già,,bệnh tim mạch,[],382,5
6,cá lóc kho tiêu,1,người già,,bệnh tim mạch,[],510,4
6,cá thu xốt xoài,1,người già,,bệnh tim mạch,[],407,5
6,lẩu nấm,1,người già,,bệnh tim mạch,[],616,3
6,cơm tấm bì chay,1,người già,,bệnh tim mạch,[],932,4
6,chân giò hầm hạt sen,1,người già,,bệnh tim mạch,[],0,0
6,canh chua cá lóc,1,người già,,bệnh tim mạch,[],511,1
6,cánh gà chiên nướng,1,người già,,bệnh tim mạch,[],734,5
6,gỏi nha đam tôm tươi,1,người già,,bệnh tim mạch,[],483,5
6,chè đậu ngự,1,người già,,bệnh tim mạch,[],579,2
6,mực dồn thịt chiên,1,người già,,bệnh tim mạch,[],283,4
6,canh súp khoai tây cà rốt,1,người già,,bệnh tim mạch,[],335,4
6,nước ép táo,1,người già,,bệnh tim mạch,[],367,2
6,bún giò heo nấu dọc mùng,1,người già,,bệnh tim mạch,[],623,5
6,các chình chiên muối ớt,1,người già,,bệnh tim mạch,[],465,5
6,mận,1,người già,,bệnh tim mạch,[],200,5
6,ngao xào me,1,người già,,bệnh tim mạch,[],154,5
6,hành muối,1,người già,,bệnh tim mạch,[],107,5
6,đùi gà om sả tế,1,người già,,bệnh tim mạch,[],248,5
6,đậu  bắp xào nấm hương,1,người già,,bệnh tim mạch,[],0,0
6,tôm hấp hành,1,người già,,bệnh tim mạch,[],419,5
6,bắp cải luộc,1,người già,,bệnh tim mạch,[],133,3
6,canh khoai mỡ nấu tôm,1,người già,,bệnh tim mạch,[],862,1
6,nước ép cà rốt,1,người già,,bệnh tim mạch,[],332,2
6,thịt ba chỉ luộc,1,người già,,bệnh tim mạch,[],15,5
6,canh ngó sen thịt heo,1,người già,,bệnh tim mạch,[],683,5
6,xà lách trộn dầu giấm,1,người già,,bệnh tim mạch,[],401,3
6,sữa đậu xanh,1,người già,,bệnh tim mạch,[],656,3
6,canh cua rau đay,1,người già,,bệnh tim mạch,[],321,1
6,sinh tố dưa hấu,1,người già,,bệnh tim mạch,[],342,4
6,sinh tố mãng cầu,1,người già,,bệnh tim mạch,[],534,2
6,gà xào sa tế,1,người già,,bệnh tim mạch,[],781,5
6,xu hào ngâm chua ngọt,1,người già,,bệnh tim mạch,[],975,5
6,nước ép táo,1,người già,,bệnh tim mạch,[],209,5
6,cà phê sữa,1,người già,,bệnh tim mạch,[],435,3
6,canh cải xanh cuộn thịt,1,người già,,bệnh tim mạch,[],854,4
6,thịt heo xào cải,1,người già,,bệnh tim mạch,[],190,5
6,salad ngô non,1,người già,,bệnh tim mạch,[],693,5
6,cá điêu hồng kho thơm,1,người già,,bệnh tim mạch,[],931,4
6,bánh flan,1,người già,,bệnh tim mạch,[],205,5
6,cá sốt cà chua,1,người già,,bệnh tim mạch,[],139,5
6,nho tươi,1,người già,,bệnh tim mạch,[],321,5
6,măng xào tôm,1,người già,,bệnh tim mạch,[],479,5
7,gà luộc,0,trẻ em,,,[],985,5
7,nước rau  má,0,trẻ em,,,[],0,0
7,giá xào thịt bò,0,trẻ em,,,[],977,5
7,thịt nướng,0,trẻ em,,,[],975,4
7,cá chim chiên giòn,0,trẻ em,,,[],965,5
7,chè hạt sen táo tàu,0,trẻ em,,,[],510,5
7,cà chua dồn thịt đút lò,0,trẻ em,,,[],707,4
7,nước ép ổi,0,trẻ em,,,[],194,4
7,tôm rang trứng muối,0,trẻ em,,,[],848,3
7,đậu phụ chiên sả ớt,0,trẻ em,,,[],653,4
7,mít ướp lạnh,0,trẻ em,,,[],949,1
7,canh  thìa là cá điêu hồng,0,trẻ em,,,[],0,0
7,chả đậu,0,trẻ em,,,[],69,5
7,dưa giá,0,trẻ em,,,[],796,3
7,sinh tố sa bô chê,0,trẻ em,,,[],796,4
7,bông bí xào ba rọi,0,trẻ em,,,[],762,4
7,nước  ép ổi,0,trẻ em,,,[],0,0
7,bánh bao,0,trẻ em,,,[],675,2
7,bánh bao,0,trẻ em,,,[],675,2
7,tôm trộn ba khía,0,trẻ em,,,[],709,5
7,xoài ướp lạnh,0,trẻ em,,,[],553,2
7,sườn nướng,0,trẻ em,,,[],125,5
7,canh trứng cà chua,0,trẻ em,,,[],963,5
7,canh bí nấu thịt gà,0,trẻ em,,,[],35,5
7,chè nhãn nhục,0,trẻ em,,,[],661,3
7,cá kho,0,trẻ em,,,[],53,5
7,sữa đậu nành,0,trẻ em,,,[],195,5
7,chè bà ba,0,trẻ em,,,[],665,4
7,tôm hấp nước dừa,0,trẻ em,,,[],225,5
7,rau cải xào,0,trẻ em,,,[],976,5
7,salad rau củ,0,trẻ em,,,[],418,5
7,rau muống luộc,0,trẻ em,,,[],31,1
7,nước củ sen,0,trẻ em,,,[],198,5
7,canh  đu đủ nấu giò heo,0,trẻ em,,,[],0,0
7,chè khoai cao,0,trẻ em,,,[],262,5
7,canh khoai sọ nấu sườn,0,trẻ em,,,[],575,2
7,gà kho chay,0,trẻ em,,,[],706,5
7,chè bắp,0,trẻ em,,,[],663,2
7,sinh tố cà chua,0,trẻ em,,,[],214,3
7,chả giò tôm bắp,0,trẻ em,,,[],589,5
7,nghêu nướng mỡ chài,0,trẻ em,,,[],634,5
7,sườn chua ngọt,0,trẻ em,,,[],357,5
7,cá trắm nấu ngót,0,trẻ em,,,[],180,5
7,phở gà,0,trẻ em,,,[],739,5
7,canh cá thu nấu ngót,0,trẻ em,,,[],291,5
7,sinh tố xoài,0,trẻ em,,,[],355,4
7,canh đậu đỏ nấu sườn,0,trẻ em,,,[],405,5
7,tôm hấp mía lau,0,trẻ em,,,[],393,5
7,canh rau ngót,0,trẻ em,,,[],74,5
7,nộm sứa,0,trẻ em,,,[],89,5
8,bao tử trộn dưa kiệu,0,người già,,bệnh dạ dày,[],344,5
8,dưa leo xào mực,0,người già,,bệnh dạ dày,[],488,4
8,bánh bèo tôm cháy,0,người già,,bệnh dạ dày,[],481,5
8,cà pháo,0,người già,,bệnh dạ dày,[],83,2
8,cà phê sữa,0,người già,,bệnh dạ dày,[],619,1
8,sườn  xào chua ngọt,0,người già,,bệnh dạ dày,[],0,0
8,canh khổ qua cá rô đồng,0,người già,,bệnh dạ dày,[],535,5
8,mướp xào nấm rơm,0,người già,,bệnh dạ dày,[],760,5
8,canh cá thu nấu ngót,0,người già,,bệnh dạ dày,[],825,4
8,hải sản xào rau củ,0,người già,,bệnh dạ dày,[],359,4
8,canh khoai mỡ nấu tôm,0,người già,,bệnh dạ dày,[],740,3
8,trái cây giằm,0,người già,,bệnh dạ dày,[],756,2
8,rau cải xoong trộn bò,0,người già,,bệnh dạ dày,[],680,4
8,nước ép cà rốt,0,người già,,bệnh dạ dày,[],366,1
8,canh khổ qua cá thác lác,0,người già,,bệnh dạ dày,[],168,5
8,dưa xào thịt bò,0,người già,,bệnh dạ dày,[],103,5
8,nước cam ép,0,người già,,bệnh dạ dày,[],517,5
8,nước bí đao,0,người già,,bệnh dạ dày,[],828,4
8,sườn rim tôm,0,người già,,bệnh dạ dày,[],560,5
8,canh sườn heo đậu đỏ,0,người già,,bệnh dạ dày,[],706,4
8,canh cải thảo thịt bò,0,người già,,bệnh dạ dày,[],70,5
