meal_id,actual_id,recipes,ingredients,methods,image,average_rating
50,5cbf3cfda29e122e4c79a98a,"đỗ xào thịt bò,thịt chân giò luộc,canh rau đay mướp,canh dưa chua",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-30-365-mam-com-gia-dinh.jpg,3.06
51,5cbf3d07a29e122e4c79a993,"thịt áp chảo,ngồng cảo xào tỏi,đậu non sốt chanh leo,canh ngao nấm kim cải thảo","Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|","Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-39-365-mam-com-gia-dinh.jpg,3.0
52,5cbf3d02a29e122e4c79a991,"cá kho,hoa thiên lý xào thịt bò,khoai tây chiên,canh cải thảo giá đỗ",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-37-365-mam-com-gia-dinh.jpg,3.42
53,5cbf3cf9a29e122e4c79a987,"vịt om sấu,đậu phụ luộc,rau muống xào tỏi,canh rau muống cà chua","Vịt: nửa con. Sấu bánh tẻ: 10 quả (tùy theo sở thích ăn chua của nhà bạn để điều chỉnh). Rau rút: 1 mớ (có thể dùng rau muống thay thế đều được). Khoai sọ: 200 gram (có hoặc không đều được). Bún tươi: 1kg. Các loại gia vị cần dùng cho món ăn: bột canh, đường, gừng, hành củ, tỏi, gừng, xả, hành lá, giềng (không bắt buộc)||||","Rau rút nhặt sạch, những đoạn già các bạn ngắt bỏ. Hoặc với rau muống thì ngắt bỏ cuống và lá sâu lá héo đi. Rồi mang đi rửa sạch.; Làm sạch vịt với chút muối sát lên mình vịt rồi dùng tay bóp cho sạch, sau đó rửa lại nhiều lần nước. Tiếp đến chúng ta chà lên mình vịt 1 quả chanh để khử đi mùi tanh khó chịu, rồi cũng đem rửa sạch lại lần nữa. Chặt thịt vịt thành những miếng cỡ giống bao diêm.; Tiếp đến chúng ta tiến hành ướp vịt cùng hành củ, tỏi, xả, gừng băm nhỏ, 1 thìa cà phê muối, 1 thìa cà phê đường. Trộn đều hỗn hợp này lên cho ngấm kĩ gia vị và để trong thời gian là 30 phút.; Khi thịt đã ngấm kĩ gia vị thì các bạn đem cho vào nồi để xào sơ qua. Đến khi phần thịt ngoài đã chín thì các bạn thêm vào lượng nước dùng vừa đủ, đậy kín vung lại. Thấy nước trong nồi sôi nhanh tay hớt phần bọt nổi lên để nước dùng của chúng ta được trong nhé.; Lúc này các bạn thêm sấu vào đồng thời hạ nhỏ lửa xuống, đun liu riu trong khoảng nửa tiếng cho thịt chín mềm hẳn thì cho khoai sọ vào, tiếp tục đun cho khoai bở mềm thì thêm rau muống hay rau rút tùy bạn. Nếm lại xem đã vừa khẩu vị ăn chưa để điều chỉnh phù hợp rồi tắt bếp.||||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-27-365-mam-com-gia-dinh.jpg,3.28
54,5cbf3d02a29e122e4c79a98f,"sườn xào chua ngọt,tai heo luộc,nộm xoài xanh,canh rau ngót thịt băm","||3 lạng thịt bò mềm. 1 quả xoài xanh. 1 quả dưa chuột. Các loại rau thơm, mùi tàu. Lạc rang, vừng. Các loại gia vị cần dùng cho món ăn: đường, muối, dấm, tỏi, ớt, chanh. Phồng tôm||","||Xoài xanh sau khi rửa sạch cần gọt vỏ rồi sử dụng nạo để nạo thành những sợi dài mỏng.; Thịt bò sau khi đủ thời gian ướp ta đem trần qua lên rồi để riêng ra đĩa, thực hiện thái thịt bò thành những sợi mỏng.; Bắc chảo lên bếp và đổ ngập dầu ăn để rán phồng tôm. Đợi khi dầu sôi già ta thả phồng tôm vào chiên đến khi nở chín đều thì nhanh tay gắp ra cho ráo mỡ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 2 thìa canh đường, 2 thìa canh nước mắm, 1 thìa dấm, ít ớt cùng ít nước cốt chanh để làm dậy mùi thơm rồi dùng đũa khuấy đều lên cho tan.; Sau khi đã sơ chế xong hết toàn bộ nguyên liệu rồi, ta đem cho hết vào trong một âu nhựa to, đỏ phần nước trộn nộm vừa pha ở trên vào và trộn thật nhẹ nhàng đều tay. Nên nếm lại gia vị xem đã vừa khẩu vị ăn chưa rồi thêm vào nửa số lạc và rau thơm rồi lại trộn đều lên. 5 phút sau là bạn có thể thưởng thức luôn món ăn được rồi nhé.||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-35-365-mam-com-gia-dinh.jpg,3.11
55,5cbf3cfda29e122e4c79a98b,"gà xiên que,rau cải xào thịt bò,canh bí nấu xương,đậu phụ,cà pháo",|||||,|||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-31-365-mam-com-gia-dinh.jpg,3.43
56,5cbf3cfda29e122e4c79a98c,"cá hấp xì dầu,bí đao cuộn thịt,rau muống luộc,nước rau muống chua",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-32-365-mam-com-gia-dinh.jpg,3.42
57,5cbf3d07a29e122e4c79a992,"cánh gà chiên bơ,thịt xông khói,bắp cải luộc,canh bầu nấu tôm","|||Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|","|||Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-38-365-mam-com-gia-dinh.jpg,3.28
58,5cbf3ce4a29e122e4c79a983,"tôm chiên sả ớt,canh dưa thịt bò,rau muống luộc,dưa chuột chẻ","|300 gam thịt bò bắp hay thịt bò gân đều được. Dưa cải chua. 2 quả cà chua chín. Hành khô, muối, nước mắm, hạt nêm|||","|Trước tiên, với dưa cải chua các bạn cần đem rửa sạch với nhiều lần nước để cho bới đi độ chưa. Tiếp đến chúng ta xắt dưa thành những khúc ngắn cỡ vừa rồi để ra rổ cho ráo nhé.; Thịt bò các bạn đem rửa cùng nước muối loãng cho sạch vi khuẩn rồi rửa lại bằng nước sạch, để ráo bớt nước sau đó đem bảo quản trong ngăn đông tủ lạnh khoảng nửa tiếng để thịt se lại sẽ dễ thái hơn nhé. Thái thành những lát mỏng vừa ăn.; Bắc một nồi lên bếp rồi cho thịt bò đã thái vào. Đổ vào lượng nước sao cho ngập mặt thịt rồi đun đến khi thịt mềm khoảng 20 phút thì nhanh chóng cho dưa cải chua vào, đun thêm 5 phút nữa rồi tắt bếp.; Bắc một chảo con lên bếp rồi cho vào ít dầu ăn để phi thơm hành khô cùng cà chua đến khi cà chua nát nhuyễn chín mềm thì thêm vào ít muối.; Đổ cà chua vừa phi vào trong nồi dưa thịt bò, tiếp tục đun sôi trở lại thêm 5 phút thì nêm vào 2 thìa cà phê nước mắm, nửa thìa cà phê muối, nửa thìa cà phê hạt nêm. Khi tất cả nguyên liệu đã chín nhừ rồi là bạn có thể tắt bếp luôn được.|||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-23-365-mam-com-gia-dinh.jpg,3.22
59,5cbf3cf5a29e122e4c79a986,"chả tôm cuốn sả,đậu phụ sốt cà chua,rau muống luộc","240 gram tôm băm nguyễn. 50 gram bánh mì cắt hạt lựu. 20 ml dầu ăn. 30 gram sốt chua ngọt (hoặc tương cà ngọt). 5 gram hành lá thái nhỏ). 6 củ sả. Dấm, muối, hạt tiêu. Ni lông (loại dùng được trong lò vi sóng)|||","Một trong bí quyết để có được món ăn ngon đúng điệu đó là sử dụng vụn bánh mì. Bạn xắt nhỏ bánh mì ra rồi trộn cùng với phần tôm thịt băm nhỏ. Trộn đều lên cho hỗn hợp được đồng nhất với nhau.; Tiếp đến các bạn cho vào cùng hỗn hợp trên phần sốt chua ngọt, hành lá, muối và hạt tiêu. Tiếp tục trộn đều cho hỗn hợp ngấm kĩ gia vị.; Trải tấm ni lông được cắt thành những miếng vuông, múc vào 1 thìa chả tôm rồi dàn đều ra, sau đó cho sả vào giữa rồi từ từ cuộn lại nhé. Làm lần lượt như vậy đến hết nguyên liệu là được.; Cho chả tôm vào trong lò vi sóng quay khoảng 2 phút thì lấy ra. Tháo lớp ni lông nên ngoài rồi phết lên ít dầu ăn để món ăn của chúng ta được mềm và thơm hơn. Nếu như nhà bạn có lò nướng thì hãy đem cho vào nướng với nhiệt độ là 250 độ C, khoảng 8 phút nhé.|||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-26-365-mam-com-gia-dinh.jpg,3.02
60,5cbf3d07a29e122e4c79a994,"sườn sốt cam,mướp hương xào nấm,trứng ốp lết,canh bí nấu xương","Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|Tôm nõn hoặc tôm tươi. Bầu: 1 quả vừa. Hành tươi, rau mùi. Các loại gia vị cần dùng cho món ăn: nước mắm, hạt nêm, đường|","Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|Trước tiên, tôm mua về các bạn hãy để vào ngăn đông tủ lạnh khoảng 1 tiếng rồi lấy ra sẽ dễ lột vỏ hơn nhé. Chú ý giữ lại phần đầu và râu tôm. Hoặc không các bạn có thể mua tôm nõn sẽ không cần phải bóc vỏ đều được.; Để có được món ăn ngon chuẩn thì khi đi chợ các bạn nên nhớ chọn mua quả bầu không quá già hay quá non nhé. Hoặc có thể bạn lấy móng tay bấm vào quả bầu nếu thấy vừa phải không bị cứng cũng không quá mềm thì đây chính là quả bầu ngon ngọt các bạn nhé. Mua về chúng ta đem gọt sạch vỏ rồi rửa sạch, thái thành những miếng vừa ăn.; Hành và rau mùi các bạn nhặt, rửa sạch rồi thái nhỏ.; Đặt nồi nấu canh lên bếp rồi cho vào phần hành để phi thơm lên. Tiếp tục cho tôm vào đảo cùng đến khi tôm chín vàng thì nhanh tay cho thêm bầu. Nêm vào 1 thìa hạt nêm rồi đảo đều tay đến khi thấy bầu chín tái thì đổ vào lượng nước nóng để nấu canh sao cho vừa với khẩu phần ăn của cả nhà. Đun đến sôi thì các bạn cho hành mùi thái nhỏ vào là tắt bếp được luôn.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-40-365-mam-com-gia-dinh.jpg,3.42
61,5cbf3cf0a29e122e4c79a985,"ốc om chuối đậu,thịt ba chỉrang cháy cạnh,rau cải chíp luộc","700g ốc bươu, ốc vặn (tùy ý thích) nên chọn con to. Da lợn: 100g. Thịt ba chỉ: 150g. 2 bìa đậu phụ. Chuối xanh: 5 quả. 50g nghê. Lá tía tô, lá lốt. 2 quả chanh, 6 thìa dấm bỗng, 1 thìa mắm tôm, 6 thìa cơm mẻ, 4 nhánh hành lá, 2 củ hành khô, 1 quả ớt|400 gam thịt ba chỉ. 3 củ sả. 1 thìa mắm tôm. 1 thìa nước mắm. ½ thìa đường. Hành khô||","Ốc mua về rửa sạch bớt bùn đất, khêu cho ruột ốc bung ra sau đó bỏ phần màu đen ở ruột ốc đi. Vắt nước chanh vào rồi rửa sạch. Cho thêm 5 thìa dấm đảo và rửa cho hết nhớt.|Bước đầu tiên, thịt ba chỉ sau khi mua về các bạn có thể lọc bỏ phần da hay giữ lại đều đưọc, tùy theo sở thích của nhà bạn. Sau đó đem đi rửa sạch rồi tiến hành thái những miếng cỡ vừa ăn.; Hành khô lột vỏ rồi đập dập.; Bắc chảo lên bếp rồi cho vào ít dầu ăn. Đợi dầu nóng thì cho thịt vào rang đều tay trên ngọn lửa vừa. Đến khi thấy thịt săn lại chuyển snag màu ngả vàng thì trút sả vào, đảo đều lên. Thấy thịt đã xém cạnh tức là đạt yêu cầu rồi.; Cho hành khô đập dập vào cùng đảo cùng vài lượt rồi tiếp tục cho chút nước mắm, đường. Rang đều lên cho thịt ngấm kĩ gia vị khoảng 5 phút là có thể tắt bếp được.||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-25-365-mam-com-gia-dinh.jpg,3.34
62,5cbf3ce0a29e122e4c79a982,"đậu phụ rán,tôm cuốn khoai tây chiên giòn,dưa xào cà chua,rau muống luộc","|300 gam con tôm to: khoảng 12 con. 2 củ khoai tây to. 50 gam bột ngô. Muối, hạt tiêu|||","|Tôm các bạn lột sạch vỏ, bỏ đầu và rút chỉ ở sống lưng, nhưng chừa lại phần đuôi để món ăn được đẹp mắt nhé. Tiếp đến chúng ta mang tôm đi rửa với nước muối pha loãng rồi ướp cùng ít muối và hạt tiêu. Trộn đều cho tôm ngấm kĩ gia vị.; Khoai tây đem rửa sạch. Lấy 1 củ mang đi luộc chín rồi bóc vỏ, nghiền nát nhuyễn. Củ còn lại bào thành sợi mỏng hoặc thái khoanh dày tầm 0,5cm rồi cắt khoanh khoai tây giống kiểu vòng tròn thành sợi mỏng. Ngâm khoai trong nước muối để giữ cho khoai không bị thâm nhé.; Lấy phần khoai tây nghiền nát trộn cùng 2 thìa canh bột ngô rồi đem chia thành nhiều phần bằng nhau tương ứng với số tôm.; Cho khoai bào mỏng ra một mặt phẳng rồi đặt tôm vào, cuộn tròn lại, vừa cuộn vừa vớt khoai ra để khoai không bị thâm. Lúc này các bạn tiến hành chiên tôm ngập dầu ăn đến khi món vàng đều hai mặt thì gắp ra đĩa có lót sẵn giấy thấm dầu nhé.|||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-22-365-mam-com-gia-dinh.jpg,3.4
63,5cbf3cfda29e122e4c79a988,"bò xào thập cẩm,thịt kho trứng cút,rau muống luộc,canh rau muống chua","Thịt bò phi lê: 250g. Ớt chuông: 1 quả màu đỏ. Dứa: 300g. Hành tây: 1 củ. Bông cải xanh, bông cải trắng: mỗi loại 100g. Cà chua quả chín tới: 1 quả. Hành lá, rau ngò: 100g. Ớt đỏ: 2 quả. Các loại gia vị cần dùng cho món ăn: ớt bột, hạt nêm, bột ngọt, đường, hạt tiêu, hành khô, tỏi, gừng, rượu trắng, dầu ăn, dầu mè, nước mắm||||","Ớt chuông rửa sạch rồi thái miếng dài tầm 1,5cm.; Thịt bò đem rửa cùng nước muối loãng rồi sau đó rửa lại bằng nước sạch. Thái lát mỏng theo thớ ngang để khi ăn thịt sẽ không bị dai.; Bắc chảo lên bếp rồi cho ít dầu ăn vào để phi thơm tỏi, hành băm. Phi một lúc đến khi dậy mùi thì cho ½ thìa ớt bột để tạo màu đẹp mắt cho món ăn. Sau đó các bạn trút thịt bò ướp vào xào cùng trên lửa to trong khoảng 3 phút. Khi thịt bò đã chín tới các bạn tắt bếp, trút luôn ra đĩa để riêng.; Vẫn chiếc chảo đó các bạn phi thơm hành, tỏi băm cùng gừng thái chỉ. Đảo lên vài lượt rồi cho bông cải xanh, bông cải trắng, ớt chuông vào, xào đều tay trong khoảng 1 phút thì nhanh chóng cho tiếp phần dứa, cà chua, hành tây vào xào chung lên. Nêm vào ½ thìa hạt nêm, ½ thìa bột ngọt, ½ thìa dầu mè, ¼ thìa hạt tiêu, 2 thìa nước lọc sao cho vừa khẩu vị ăn.; Xào vài lượt đến khi thấy nguyên liệu đã gần chín tới thì lúc này các bạn đem trút thịt bò vào, đảo lên thật nhanh tay khoảng 1 phút thì rưới lên 1 thìa dầu ăn để tạo độ bóng bẩy đẹp mắt. Cuối cùng là cho hành lá cắt khúc vào, đảo lên lần cuối rồi tắt bếp luôn.; Trình bày món ăn ra đĩa rồi cho rau ngò thái nhỏ và chút hạt tiêu lên. Thưởng thức với cơm nóng sẽ đưa cơm lắm nhé.||||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-28-365-mam-com-gia-dinh.jpg,3.69
64,5cbf3cfda29e122e4c79a989,"cá kho thịt,canh rau cải nấu thịt băm,rau muống luộc,nước rau muống chua",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-29-365-mam-com-gia-dinh.jpg,3.39
65,5cbf3cfda29e122e4c79a98d,"ba rọi heo cuốn rau củ,trứng tráng cuộn,canh măng nấu móng giò,rau muống xào",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-33-365-mam-com-gia-dinh.jpg,3.32
66,5cbf3cdca29e122e4c79a980,"bê xào xả ớt,tôm chiên xả,rau củ quả luộc,canh khoai sọ hầm xương","Thịt bê loại ngon: 300 gam. Sả: 3 củ. Gừng tươi: 1 củ. Ớt đỏ: 2 quả. Tỏi: 1 củ. Ớt chuông xanh đỏ: mỗi loại 1 quả. Hành hoa: 4 nhánh. Rượu trắng: 1 thìa|||200 gram xương ống (hoặc xương cục đều được). 300 gram khoai sọ. 3 nhánh hành lá. 10 lá ngò gai (rau mùi tàu). Các loại gia vị được sử dụng trong món ăn này: đường, muối, bột ngọt, hạt tiêu…|","|||Xương heo có thể nhờ người bán hàng chặt thành từng khúc cho bạn nhé. Sau đó khi mua về chúng ta đem rửa sạch và để ráo nước.; Đi găng tay ni lông rồi tiến hành gọt vỏ khoai sọ, sau đó đem rửa sạch rồi thái thành những miếng vừa miệng ăn. Các bạn cho khoai ngâm trong nước lạnh có bỏ vào chút muối nhé. Cách làm này vừa giúp cho món ăn của chúng ta thêm ngon, khoai không bị thâm và không bị ngứa nên các chị em hãy lưu ý.; Ngò gai, hành lá lần lượt nhặt rồi rửa sạch, cắt khúc hay thái nhỏ tùy theo ý thích.; Bắc nồi nước lên bếp đun đến sôi thì cho xương heo vào trần qua. Các bạn nhớ cho vào chút gia vị sao vừa miệng ăn.Trong quá trình đun, thỉnh thoảng mở nắp vung để hớt phần bọt nổi lên trên. Khi thấy xương gần chín mềm thì cho khoai sọ vào, hầm đến khi chín nhừ thì nêm nếm lại gia vị cho vừa ăn là có thể tắt bếp.; Múc canh ra bát tô rồi cho vào chút hành lá, ngò gai để tăng mùi thơm cũng như hình thức đẹp mắt cho món ăn.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-20-365-mam-com-gia-dinh.jpg,3.0
