meal_id,actual_id,recipes,image,average_rating
15,5d30875a4d1d11b137160465,"đậu rán chấm mắm tôm,gà rang,lạc rang,rau thơm ăn kèm",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-3.jpg,5.0
16,5d30875a4d1d11b137160466,"ốc nấu đậu,đậu sốt cà chua,cá rô rán giòn,rau mồng tơi luộc",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-4.jpg,5.0
17,5d30875b4d1d11b137160467,"đậu rán giòn,cá rô rán giòn,canh cua cà muối,rau muống luộc,lòng lợn luộc",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-5.jpg,4.26
18,5d30875c4d1d11b137160468,"cá kho tộ,đậu đũa luộc,chả cá sốt cà chua,cà muối",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-6.jpg,4.72
19,5d30875c4d1d11b137160469,"đậu cove xào lòng,thịt gà rang gừng,bí xanh luộc chấm vừng",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-7.jpg,4.83
20,5d30875d4d1d11b13716046a,"dưa cải muối chưa,canh mướp lòng gà,thịt ba chỉ kho tàu,lạc rang muối,rau muống luộc",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-8.jpg,4.23
21,5d30875d4d1d11b13716046b,"rau bí luộc,sườn xào dứa,canh bầu nấu ngao,đậu rán",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-9.jpg,4.5
22,5d30875d4d1d11b13716046c,"rau muống luộc,cá rán,thịt kho tàu,canh cá nấu chua",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-10.jpg,4.05
23,5d30875d4d1d11b13716046d,"canh cua cà muối,mướp xào thịt lợn,su su luộc,thịt lợn rang",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-12.jpg,4.21
24,5d30875d4d1d11b13716046e,"canh ngao,dưa cải muối chua,sườn xào chua ngọt,thịt xào ngồng tỏi,hoa quả tráng miệng",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-11.jpg,5.0
25,5d30875d4d1d11b13716046f,"cá rán giòn,canh cá chua,đậu đũa xào",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh.jpg,4.57
26,5d30875d4d1d11b137160470,"canh xương,bí ngô xào tỏi,thịt lợn luộc,hoa quả tráng miệng",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-14.jpg,4.75
27,5d30875e4d1d11b137160471,"thịt chân giò luộc,canh mướp,canh cá nấu chua,đậu đũa xào lòng",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-15.jpg,3.94
28,5d30875e4d1d11b137160472,"tôm nõn rim mắm,canh chua,cải thảo luộc,dưa chuột góp,sườn sụn xào",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-16.jpg,4.28
29,5d30875f4d1d11b137160473,"thịt ba chỉ chiên giòn,chanh cá nấu chua,cá rán giòn,rau sống ăn kèm",https://deptuoi30.com/wp-content/uploads/2019/04/thuc-don-bua-com-gia-dinh-18.jpg,4.53
30,5cbf3ccba29e122e4c79a97b,"thịt ba chỉ rang cháy cạnh,cà tím xào,canh khoai sọ nấu thịt gà,đậu phụ luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-15-365-mam-com-gia-dinh.jpg,5.0
31,5cbf3cbfa29e122e4c79a979,"sườn xào chua ngọt,măng xào,canh bí nấu thịt gà,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-13-365-mam-com-gia-dinh.jpg,4.78
32,5cbf3c91a29e122e4c79a971,"đậu sốt cà chua,mực trứng chiên giòn,rau muống luộc,tôm hấp mướp",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-5-365-mam-com-gia-dinh.jpg,4.61
33,5cbf3ccba29e122e4c79a97d,"cá rô phi chiên ròn,thịt bò hấp xả,rau muống xào tỏi,bí xanh luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-17-365-mam-com-gia-dinh.jpg,4.84
34,5cbf3c89a29e122e4c79a970,"bò xào cần tỏi,cá om chua,đỗ luộc,đậu phụ luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-4-365-mam-com-gia-dinh.jpg,4.63
35,5cbf3ca2a29e122e4c79a975,"cá hồi kho tiêu,cà tím tẩm bột chiên,măng tây xào bơ tỏi,rau muống luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-9-365-mam-com-gia-dinh.jpg,5.0
36,5cbf3cc7a29e122e4c79a97a,"mực chiên xù,ốc om chuối đậu,canh ngao chua,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-14-365-mam-com-gia-dinh.jpg,4.58
37,5cbf3cd3a29e122e4c79a97e,"thịt lợn xào sả ớt,canh dưa thịt bò,rau bắp cải luộc,nước mắm dầm trứng",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-18-365-mam-com-gia-dinh.jpg,5.0
38,5cbf3c91a29e122e4c79a972,"thịt chân giò luộc,cá rô rán,đậu bắp xào tỏi,rau muống luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-6-365-mam-com-gia-dinh.jpg,4.31
39,5cbf3caea29e122e4c79a977,"cá rô chiên,đậu sốt cà chua,rau muống luộc,canh rau chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-11-365-mam-com-gia-dinh.jpg,4.49
40,5cbf3cd3a29e122e4c79a97f,"gà hấp lá chanh,canh khoai sọ nấu xương,rau muống luộc,nước mắm tỏi ớt",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-19-365-mam-com-gia-dinh.jpg,5.0
41,5cbf3c85a29e122e4c79a96f,"mực nhồi thịt chiên,thịt lợn kho tàu,canh ngao chua,rau muống luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-3-365-mam-com-gia-dinh.jpg,4.21
42,5cbf3c81a29e122e4c79a96e,"tôm chiên tỏi ớt,bò xào thập cẩm,canh khoai sọ hầm xương,rau củ quả luộc chấm muối vừng",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-2-365-mam-com-gia-dinh.jpg,5.0
43,5cbf3c95a29e122e4c79a974,"bò xào đậu,rau muống xào tỏi,ngao hấp sả,bí xanh luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-8-365-mam-com-gia-dinh.jpg,4.3
44,5cbf3c95a29e122e4c79a973,"hoa thiên lý xào thịt bò,cá rô chiên xù,dưa xào,đỗ luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-7-365-mam-com-gia-dinh.jpg,4.66
45,5cbf3caaa29e122e4c79a976,"tôm chiên xù,bắp cải luộc,lạc rang,canh hoa thiên lý nấu cua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-10-365-mam-com-gia-dinh.jpg,4.14
46,5cbf3cbaa29e122e4c79a978,"bò xào lúc lắc,trứng cút xào chua ngọt,canh bí nấu tôm,rau củ quả luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-12-365-mam-com-gia-dinh.jpg,4.75
47,5cbf3ccba29e122e4c79a97c,"tôm hấp sả,rau muống xào tỏi,canh rau mồng tơi nấu ngao,cà dầm nước mắm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-16-365-mam-com-gia-dinh.jpg,4.19
48,5cbf3c79a29e122e4c79a96d,"tôm rang,rau muống luộc,ngao hấp,nước mắm tỏi ớt",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-1-365-mam-com-gia-dinh.jpg,4.36
49,5cbf3d07a29e122e4c79a993,"thịt áp chảo,ngồng cảo xào tỏi,đậu non sốt chanh leo,canh ngao nấm kim cải thảo",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-39-365-mam-com-gia-dinh.jpg,4.33
50,5cbf3cf0a29e122e4c79a985,"ốc om chuối đậu,thịt ba chỉrang cháy cạnh,rau cải chíp luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-25-365-mam-com-gia-dinh.jpg,4.49
51,5cbf3cf5a29e122e4c79a986,"chả tôm cuốn sả,đậu phụ sốt cà chua,rau muống luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-26-365-mam-com-gia-dinh.jpg,4.3
52,5cbf3ce8a29e122e4c79a984,"thịt lợn rang sả ớt,canh măng chua,canh bầu nấu tôm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-24-365-mam-com-gia-dinh.jpg,4.73
53,5cbf3cf9a29e122e4c79a987,"vịt om sấu,đậu phụ luộc,rau muống xào tỏi,canh rau muống cà chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-27-365-mam-com-gia-dinh.jpg,3.39
54,5cbf3cfda29e122e4c79a98a,"đỗ xào thịt bò,thịt chân giò luộc,canh rau đay mướp,canh dưa chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-30-365-mam-com-gia-dinh.jpg,4.59
55,5cbf3cfda29e122e4c79a98d,"ba rọi heo cuốn rau củ,trứng tráng cuộn,canh măng nấu móng giò,rau muống xào",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-33-365-mam-com-gia-dinh.jpg,4.34
56,5cbf3d07a29e122e4c79a994,"sườn sốt cam,mướp hương xào nấm,trứng ốp lết,canh bí nấu xương",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-40-365-mam-com-gia-dinh.jpg,5.0
57,5cbf3cfda29e122e4c79a98c,"cá hấp xì dầu,bí đao cuộn thịt,rau muống luộc,nước rau muống chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-32-365-mam-com-gia-dinh.jpg,5.0
58,5cbf3cfda29e122e4c79a989,"cá kho thịt,canh rau cải nấu thịt băm,rau muống luộc,nước rau muống chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-29-365-mam-com-gia-dinh.jpg,4.64
59,5cbf3cdca29e122e4c79a981,"cá chép xào dưa,trứng chiên cuộn,rau muống luộc,bí xanh luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-21-365-mam-com-gia-dinh.jpg,3.68
60,5cbf3d02a29e122e4c79a98f,"sườn xào chua ngọt,tai heo luộc,nộm xoài xanh,canh rau ngót thịt băm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-35-365-mam-com-gia-dinh.jpg,4.46
61,5cbf3cfda29e122e4c79a988,"bò xào thập cẩm,thịt kho trứng cút,rau muống luộc,canh rau muống chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-28-365-mam-com-gia-dinh.jpg,4.49
62,5cbf3cfda29e122e4c79a98b,"gà xiên que,rau cải xào thịt bò,canh bí nấu xương,đậu phụ,cà pháo",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-31-365-mam-com-gia-dinh.jpg,3.91
63,5cbf3cfda29e122e4c79a98e,"mực trứng hấp xả,đậu phụ rán,hoa bí xào tỏi,canh rau cải nấu thịt",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-34-365-mam-com-gia-dinh.jpg,4.67
64,5cbf3cdca29e122e4c79a980,"bê xào xả ớt,tôm chiên xả,rau củ quả luộc,canh khoai sọ hầm xương",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-20-365-mam-com-gia-dinh.jpg,4.28
65,5cbf3ce4a29e122e4c79a983,"tôm chiên sả ớt,canh dưa thịt bò,rau muống luộc,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-23-365-mam-com-gia-dinh.jpg,4.08
66,5cbf3d02a29e122e4c79a991,"cá kho,hoa thiên lý xào thịt bò,khoai tây chiên,canh cải thảo giá đỗ",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-37-365-mam-com-gia-dinh.jpg,4.1
67,5cbf3ce0a29e122e4c79a982,"đậu phụ rán,tôm cuốn khoai tây chiên giòn,dưa xào cà chua,rau muống luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-22-365-mam-com-gia-dinh.jpg,4.4
68,5cbf3d07a29e122e4c79a992,"cánh gà chiên bơ,thịt xông khói,bắp cải luộc,canh bầu nấu tôm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-38-365-mam-com-gia-dinh.jpg,4.45
69,5cbf3d02a29e122e4c79a990,"mướp xào tim lợn,lưỡi lợn xào thập cẩm,canh cải thảo thịt bò,đậu phụ sống",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-36-365-mam-com-gia-dinh.jpg,5.0
70,5cbf3d07a29e122e4c79a995,"chả đậu,gà om xì dầu,canh mướp nấu thịt,súp lơ luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-41-365-mam-com-gia-dinh.jpg,4.38
71,5cbf3d0ba29e122e4c79a998,"thịt bò xào rau củ,thịt chân giò muối,cá trứng rim mắm ớt,dưa chua củ cải,canh bầu nấu tôm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-44-365-mam-com-gia-dinh.jpg,4.39
72,5cbf3d0ba29e122e4c79a999,"sườn nướng mật ong,thịt viên sốt cà chua,canh cải ngọt nấu thịt,su su luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-45-365-mam-com-gia-dinh.jpg,4.72
73,5cbf3d0ba29e122e4c79a99a,"sườn rán,khoai tây xào cà chua,chả sả,canh rau muống nấu ngao",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-46-365-mam-com-gia-dinh.jpg,4.62
74,5cbf3d0ba29e122e4c79a99c,"cá nục kho,mực chiên giòn,chả rán,canh mồng tơi nấu tôm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-48-365-mam-com-gia-dinh.jpg,5.0
75,5cbf3d14a29e122e4c79a99e,"thịt gà rang gừng,thịt kho tàu,canh mồng tơi nấu cua,cà pháo",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-50-365-mam-com-gia-dinh.jpg,3.85
76,5cbf3d18a29e122e4c79a99f,"chả cá sốt cà chua,tôm rang,canh dưa cà chua,rau muống luộc,cà pháo",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-51-365-mam-com-gia-dinh.jpg,3.87
77,5cbf3d0ba29e122e4c79a99b,"lòng xào dưa chua,trứng cút rán sốt cà chua,canh cải thảo cuốn thịt,đậu bắp luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-47-365-mam-com-gia-dinh.jpg,4.6
78,5cbf3d07a29e122e4c79a997,"thịt luộc,mắm tép,canh rau ngót,dưa chuột chẻ,dưa giá",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-43-365-mam-com-gia-dinh.jpg,4.16
79,5cbf3d10a29e122e4c79a99d,"cá diêu hồng chiên giòn,cải thảo xào,thịt kho tàu trứng cút,canh cá nấu chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-49-365-mam-com-gia-dinh.jpg,3.95
80,5cbf3d07a29e122e4c79a996,"trứng hấp vân,đậu chiên sả ớt,đỗ luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-42-365-mam-com-gia-dinh.jpg,4.34
81,5cbf3d1ca29e122e4c79a9a0,"gà xào chua ngọt,chả quế,rau muống luộc,nộm hoa chuối",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-52-365-mam-com-gia-dinh.jpg,5.0
82,5cbf3d1ca29e122e4c79a9a3,"mực xào dứa,cá thu sốt cà chua,đỗ luộc,canh đậu hũ cà chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-55-365-mam-com-gia-dinh.jpg,4.49
83,5cbf3d20a29e122e4c79a9a5,"cá trôi chiên ròn,thịt đông,canh dưa thịt bò,cà dầm nước mắm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-57-365-mam-com-gia-dinh.jpg,4.16
84,5cbf3d25a29e122e4c79a9a6,"thịt ba chỉrang cháy cạnh,mực xào dứa,canh ngao nấu dứa,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-59-365-mam-com-gia-dinh.jpg,2.86
85,5cbf3d1ca29e122e4c79a9a2,"sườn xào chua ngọt,cá diếc chiên ròn,rau lang xào tỏi,canh cải nấu tôm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-54-365-mam-com-gia-dinh.jpg,4.49
86,5cbf3d29a29e122e4c79a9a8,"thịt kho trứng,nem rán,mướp đắng nhồi thịt,nộm đu đủ",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-61-365-mam-com-gia-dinh.jpg,4.59
87,5cbf3d25a29e122e4c79a9a7,"ốc xào cay,cua đồng rang muối,rau muống xào tỏi,canh cua rau đay",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-60-365-mam-com-gia-dinh.jpg,4.03
88,5cbf3d1ca29e122e4c79a9a4,"cá cơm chiên ròn,thịt quay giòn bì,rau muống xào tỏi,canh mướp đắng nhồi thịt",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-56-365-mam-com-gia-dinh.jpg,3.48
89,5cbf3d1ca29e122e4c79a9a1,"chả cá rán,đậu tẩm hành,rau muống xào tỏi,canh rau chua",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-53-365-mam-com-gia-dinh.jpg,3.97
90,5cbf3d31a29e122e4c79a9b0,"mướp đắng nhồi thịt,đậu trắng sốt cà chua,canh đậu hũ,dưa bắp cải",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-69-365-mam-com-gia-dinh.jpg,3.98
91,5cbf3d39a29e122e4c79a9b4,"mực trứng hấp,sườn sụn sốt chua ngọt,canh khoai sọ rau rút,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-73-365-mam-com-gia-dinh.jpg,3.95
92,5cbf3d50a29e122e4c79a9c3,"cánh gà xào chua ngọt,trứng cút chiên xù,canh bí đỏ nấu sườn,dưa chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-88-365-mam-com-gia-dinh.jpg,4.27
93,5cbf3d54a29e122e4c79a9c7,"cá chạch rán giòn,chả lá lốt,đậu phụ sống,canh bí đỏ",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-92-365-mam-com-gia-dinh.jpg,4.54
94,5cbf3d5ca29e122e4c79a9cc,"tôm rang thịt,lạc rang,canh cua rau đay,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-97-365-mam-com-gia-dinh.jpg,3.47
95,5cbf3d5ca29e122e4c79a9cf,"nộm gà xé phay,cá rô chiên giòn,canh rau cải ngọt,dưa muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-100-365-mam-com-gia-dinh.jpg,4.28
96,5cbf3d3ea29e122e4c79a9b8,"trứng tráng,cá rô phi chiên giòn,canh cua rau đay,cà muối sổi",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-77-365-mam-com-gia-dinh.jpg,3.65
97,5cbf3d4ca29e122e4c79a9c0,"trứng tráng,đậu phụ tứ xuyên,nộm sứa,canh cải ngọt nấu ngao",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-85-365-mam-com-gia-dinh.jpg,4.58
98,5cbf3d5ca29e122e4c79a9ca,"cá om dưa,lòng luộc,rau sống,canh cải nấu thịt băm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-95-365-mam-com-gia-dinh.jpg,4.41
99,5cbf3d5ca29e122e4c79a9d0,"cá chim rán,canh rau ngót thịt băm,cà muối sổi,dưa muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-101-365-mam-com-gia-dinh-compressed.jpg,3.78
100,5cbf3d5ca29e122e4c79a9cd,"chả lá lốt,cua đồng rang muối,rau muống luộc,canh rau chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-98-365-mam-com-gia-dinh.jpg,3.71
101,5cbf3d31a29e122e4c79a9ad,"gà nướng mật ong,dưa xào thịt bò,đậu phụ luộc,canh ngao nấm kim châm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-66-365-mam-com-gia-dinh.jpg,3.95
102,5cbf3d31a29e122e4c79a9ae,"trứng đúc thịt,cá bống chiên giòn,canh khoai nấu sườn,rau cải luộc",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-67-365-mam-com-gia-dinh.jpg,5.0
103,5cbf3d39a29e122e4c79a9b5,"canh riêu cua,đậu phụ sống,rau sống,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-74-365-mam-com-gia-dinh.jpg,3.59
104,5cbf3d3ea29e122e4c79a9b9,"cá rán giòn,tôm sốt cà chua,rau muống xào tỏi,canh rau chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-78-365-mam-com-gia-dinh.jpg,2.72
105,5cbf3d54a29e122e4c79a9c6,"cá diêu hồng hấp,canh dưa thịt bò,dưa chuột chẻ,rau sống",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-91-365-mam-com-gia-dinh.jpg,2.94
106,5cbf3d5ca29e122e4c79a9d4,"cá cơm rang,thịt lợn luộc,rau muống xào,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-105-365-mam-com-gia-dinh-compressed.jpg,4.43
107,5cbf3d5ca29e122e4c79a9d6,"cá tẩm bột chiên,canh đầu cá nấu chua,salad cà chua dưa chuột,rau sống",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-107-365-mam-com-gia-dinh.jpg,4.02
108,5cbf3d3ea29e122e4c79a9b6,"bắp bò luộc ngũ vị,sườn xào chua ngọt,đậu tẩm hành,rau lang luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-75-365-mam-com-gia-dinh.jpg,3.84
109,5cbf3d42a29e122e4c79a9bc,"chả cá rán,đậu phụ sống,dưa chuột bao tử muối,canh khoai tây nấu sườn",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-81-365-mam-com-gia-dinh.jpg,4.1
110,5cbf3d50a29e122e4c79a9c2,"gà quay mật ong,dưa góp,dưa chuột chẻ,canh khoai tây nấu sườn",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-87-365-mam-com-gia-dinh.jpg,4.54
111,5cbf3d5ca29e122e4c79a9ce,"lòng xào dưa,cánh gà chiên mắm,khoai môn lệ phố,súp lơ luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-99-365-mam-com-gia-dinh.jpg,4.5
112,5cbf3d64a29e122e4c79a9d9,"tôm rang,chả cốm,ngọn su su xào tỏi,cà muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-110-365-mam-com-gia-dinh.jpg,4.23
113,5cbf3d43a29e122e4c79a9be,"nộm tai heo,trứng hấp vân,cải chípxào nấm,canh giá đỗ cải thảo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-83-365-mam-com-gia-dinh.jpg,4.66
114,5cbf3d50a29e122e4c79a9c5,"thịt chân giò luộc,đậu rán giòn,lạc rang,canh cua rau đay mướp,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-90-365-mam-com-gia-dinh.jpg,2.66
115,5cbf3d54a29e122e4c79a9c8,"đậu tẩm hành,thịt viên sốt cà chua,lạc rang,canh su hào nấu tôm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-93-365-mam-com-gia-dinh.jpg,3.74
116,5cbf3d2da29e122e4c79a9ab,"thịt kho trứng,hoa bí xào tỏi,nộm hoa chuối,canh cải nấu thịt băm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-64-365-mam-com-gia-dinh.jpg,3.87
117,5cbf3d5ca29e122e4c79a9d7,"mực xào ớt chuông,đậu rán,đỗ luộc,canh ngao chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-108-365-mam-com-gia-dinh.jpg,2.47
118,5cbf3d50a29e122e4c79a9c1,"thịt lợn rang,giá xào lòng mề gà,canh khoai sọ hầm xương,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-86-365-mam-com-gia-dinh.jpg,4.15
119,5cbf3d5ca29e122e4c79a9d3,"cá rô nướng,lạc rang,canh khoai tây nấu sườn,rau sống",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-104-365-mam-com-gia-dinh-compressed.jpg,4.13
120,5cbf3d35a29e122e4c79a9b1,"bạch tuộc sa tế,rau củ quả luộc,nộm rau muống,canh cá nấu dứa",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-70-365-mam-com-gia-dinh.jpg,3.58
