user_id,recipe_name,user_gender,user_age,user_hobbies,user_health,top1_meals,top2_meals,top3_meals,top4_meals,top5_meals
50,tôm kho củ sen,1,trẻ em,mì|bún|quả,,581,,,,
51,canh dưa cà chua,0,người già,mì|quả|gà,,76,,,,
51,tôm trộm ba khía,0,người già,mì|quả|gà,,736,,,,
52,lươn cuốn lá cách chiên,0,trẻ em,gà|lợn|củ,,637,,,,
52,chè mè đen,0,trẻ em,gà|lợn|củ,,409,506,955,,
53,chè trái vải sương sa,0,người lớn,phở|vịt|rau,,544,,,,
53,canh giá hẹ,0,người lớn,phở|vịt|rau,,511,866,,,
54,đậu rồng xào,1,người lớn,phở|lợn|súp,phụ nữ mang thai,214,322,905,,
54,bò xào lúc lắc,1,người lớn,phở|lợn|súp,phụ nữ mang thai,46,,,,
55,thịt heo kho tàu,1,trẻ em,bò|bò|phở,,740,,,,
55,gà rang,1,trẻ em,bò|bò|phở,,15,19,75,121,966
56,thịt ba rọi kho nấm đông cô,1,người già,tôm|vịt|bò,,275,,,,
56,lẩu thái chua cay,1,người già,tôm|vịt|bò,,283,,,,
57,"chè hạt sen , táo tàu",0,người già,bánh mì|xôi|bò,,448,,,,
57,tôm sốt cà chua,0,người già,bánh mì|xôi|bò,,104,,,,
58,gà xào xúp lơ,0,người già,bò|mì|tôm,,703,,,,
58,mướp xào lòng gà,0,người già,bò|mì|tôm,,310,335,487,541,598
59,cơm chiên hải sản,0,trẻ em,phở|rau|vịt,,354,387,786,933,
59,sườn nướng sốt bbq,0,trẻ em,phở|rau|vịt,,967,,,,
60,canh giò heo nấu măng,0,trẻ em,củ|mì|lẩu,,257,803,,,
60,trứng cút chiên xù,0,trẻ em,củ|mì|lẩu,,92,,,,
61,lươn xào sả ớt,1,người già,bánh mì|xôi|mì,,218,323,,,
61,nước trà nóng,1,người già,bánh mì|xôi|mì,,459,,,,
62,bánh mì thịt quay,1,trẻ em,bún|súp|mì,,399,945,,,
62,chè sương sáo,1,trẻ em,bún|súp|mì,,616,658,742,,
63,cá rô kho rau răm,0,người lớn,cháo|cá|gà,,235,,,,
63,cá điêu hồng kho thơm,0,người lớn,cháo|cá|gà,,401,947,,,
64,chuối cau tươi,0,trẻ em,xôi|cá|cháo,,763,,,,
64,canh rau mồng tơi nấu tôm khô,0,trẻ em,xôi|cá|cháo,,,,,,
65,ca cao sữa,0,trẻ em,bò|củ|cháo,,846,,,,
65,gà nướng muối ớt,0,trẻ em,bò|củ|cháo,,374,,,,
66,đậu phụ xốt thịt băm,0,người già,rau|gà|xôi,,544,,,,
66,lươn xào sả ớt,0,người già,rau|gà|xôi,,218,323,,,
67,thịt ba chỉ luộc,0,trẻ em,tôm|cháo|tôm,,13,14,325,,
67,đậu phụ kho lòng heo,0,trẻ em,tôm|cháo|tôm,,670,682,,,
68,cá trê chiên mắm gừng,0,người già,rau|bò|phở,,742,,,,
68,mướp xào thịt lợn,0,người già,rau|bò|phở,,23,,,,
69,chả lá lốt,1,người già,cháo|bò|rau,,93,100,128,135,
69,canh cải xanh nấu cá rô,1,người già,cháo|bò|rau,,676,,,,
70,cải thảo luộc,0,người già,tôm|củ|mì,,28,,,,
70,canh thìa là cá điêu hồng,0,người già,tôm|củ|mì,,191,,,,
71,bún cá thu,1,người lớn,vịt|bún|bò,phụ nữ mang thai,639,,,,
71,thịt ba rọi chiên xả ớt,1,người lớn,vịt|bún|bò,phụ nữ mang thai,307,,,,
72,canh ngao nấm kim châm,1,người lớn,phở|súp|lẩu,phụ nữ mang thai,101,,,,
72,canh rau muống nấu ngao,1,người lớn,phở|súp|lẩu,phụ nữ mang thai,73,,,,
73,gỏi mít tôm thịt,1,người lớn,cá|xôi|vịt,phụ nữ mang thai,376,922,,,
73,măng tây sốt hấp trứng,1,người lớn,cá|xôi|vịt,phụ nữ mang thai,856,,,,
74,cam tươi,0,người già,lẩu|tôm|củ,,550,,,,
74,tôm hấp mía lau,0,người già,lẩu|tôm|củ,,371,,,,
75,canh rau muống nấu me,1,người già,lẩu|vịt|mì,,665,917,,,
75,xá xíu kho nước tương,1,người già,lẩu|vịt|mì,,866,,,,
76,bắp cải luộc,1,người lớn,rau|bánh mì|củ,phụ nữ mang thai,37,45,68,126,133
76,canh cải nấu thịt băm,1,người lớn,rau|bánh mì|củ,phụ nữ mang thai,98,116,,,
77,si rô bạc hà nha đam,1,người lớn,rau|cháo|bò,phụ nữ mang thai,821,,,,
77,canh chua nghêu,1,người lớn,rau|cháo|bò,phụ nữ mang thai,565,,,,
78,nước ép táo,1,người lớn,bò|phở|bò,phụ nữ mang thai,181,210,222,242,337
78,canh rau ngót nấu cá rô đồng,1,người lớn,bò|phở|bò,phụ nữ mang thai,700,,,,
79,đậu que xào tỏi,1,người già,vịt|cháo|lẩu,,272,,,,
79,sườn ram,1,người già,vịt|cháo|lẩu,,391,440,,,
80,gỏi mít non tôm thịt,1,trẻ em,bò|bánh mì|củ,,,,,,
80,dưa lưới,1,trẻ em,bò|bánh mì|củ,,190,361,463,,
81,xà lách trộn dầu giấm,0,người già,lẩu|súp|gà,,226,232,415,460,604
81,đậu bắp xào tỏi,0,người già,lẩu|súp|gà,,38,,,,
82,tôm nấu tỏi,1,trẻ em,lợn|mì|quả,,628,,,,
82,măng tươi luộc,1,trẻ em,lợn|mì|quả,,131,,,,
83,dưa giá,1,người già,củ|mì|vịt,,78,766,838,,
83,đùi gà chiên muối sả,1,người già,củ|mì|vịt,,418,,,,
84,bì nấu đông,1,trẻ em,bò|xôi|bánh mì,,981,,,,
84,chè mủ trôm,1,trẻ em,bò|xôi|bánh mì,,235,823,829,,
85,thịt heo nướng tiêu,0,người già,mì|cá|bánh mì,,517,874,,,
85,dưa giá,0,người già,mì|cá|bánh mì,,78,766,838,,
86,canh tập tàng nấu tôm,1,người lớn,lẩu|tôm|súp,phụ nữ mang thai,0,,,,
86,chè bắp,1,người lớn,lẩu|tôm|súp,phụ nữ mang thai,250,275,485,691,796
87,dưa chuột trộn chua ngọt,0,người lớn,mì|củ|lẩu,,974,,,,
87,canh sướn nấu củ dền,0,người lớn,mì|củ|lẩu,,496,,,,
88,canh giò sống rau ngót,0,người lớn,củ|xôi|gà,,193,,,,
88,rau cải xanh luộc,0,người lớn,củ|xôi|gà,,209,314,334,629,670
89,salad rau củ,0,người lớn,củ|tôm|gà,,388,428,934,,
89,lươn cuộn lá ngải đắng nướng,0,người lớn,củ|tôm|gà,,413,,,,
90,sườn nướng ruốc huế,1,người già,cá|cháo|bò,,554,,,,
90,nước ép dưa hấu,1,người già,cá|cháo|bò,,188,231,608,617,650
91,đậu phụ sốt cà chua,0,người lớn,súp|súp|lẩu,,51,,,,
91,gỏi hoa chuối khô bò,0,người lớn,súp|súp|lẩu,,356,,,,
92,chè đậu đỏ bánh lọt,0,người lớn,súp|lợn|súp,,701,,,,
92,ớt chuông xào bò,0,người lớn,súp|lợn|súp,,709,,,,
93,gỏi nha đam tôm,0,người lớn,vịt|phở|phở,,437,686,,,
93,thịt gà rang gừng,0,người lớn,vịt|phở|phở,,19,75,121,,
94,thịt xiên nướng,0,người lớn,mì|phở|bò,,6,,,,
94,mắm tép chưng,0,người lớn,mì|phở|bò,,135,138,,,
95,rau lang luộc chấm tương,0,người lớn,tôm|gà|củ,,154,,,,
95,mùng tơi luộc,0,người lớn,tôm|gà|củ,,984,,,,
96,nước ép cóc,0,trẻ em,quả|bánh mì|lẩu,,202,713,,,
96,cải thìa xào tôm thịt,0,trẻ em,quả|bánh mì|lẩu,,298,,,,
97,cá trê chiên giòn chấm mắm gừng,1,trẻ em,mì|bánh mì|phở,,343,,,,
97,cá trắm nấu ngót,1,trẻ em,mì|bánh mì|phở,,205,,,,
98,salad mầm rau muống,0,người già,cá|quả|xôi,,668,,,,
98,bánh lá,0,người già,cá|quả|xôi,,440,,,,
99,bánh canh ghẹ,1,trẻ em,bún|cháo|lẩu,,171,870,,,
99,xu hào ngâm chua ngọt,1,trẻ em,bún|cháo|lẩu,,982,,,,
100,mực chiên giòn vị trà xanh,1,trẻ em,vịt|phở|rau,,584,710,,,
100,tôm chiên xù,1,trẻ em,vịt|phở|rau,,45,,,,
101,chè hạt sen nhãn nhục,1,người già,vịt|gà|bún,,178,304,577,,
101,su su luộc chấm muối vừng,1,người già,vịt|gà|bún,,965,,,,
102,cải thảo xào,0,người già,vịt|bún|gà,,79,,,,
102,đậu hũ chiên,0,người già,vịt|bún|gà,,6,8,161,350,
103,lẩu cá kèo,1,trẻ em,cá|tôm|cháo,,326,514,,,
103,gỏi ngó sen,1,trẻ em,cá|tôm|cháo,,398,698,,,
104,canh ngao nấm kim cải thảo,1,người lớn,tôm|cá|bún,phụ nữ mang thai,49,,,,
104,canh hạt và củ sen nấu sườn,1,người lớn,tôm|cá|bún,phụ nữ mang thai,455,497,,,
105,chè mè đen,0,người già,bún|cá|bánh mì,,409,506,955,,
105,cá cơm kho đậu tương,0,người già,bún|cá|bánh mì,,760,,,,
106,rau củ quả luộc,0,người lớn,lẩu|cháo|bánh mì,,42,46,64,120,122
106,cuống họng luộc,0,người lớn,lẩu|cháo|bánh mì,,957,,,,
107,phở nghêu,1,trẻ em,súp|củ|tôm,,367,831,,,
107,sinh tố chuối dừa,1,trẻ em,súp|củ|tôm,,579,705,,,
108,cần nước xào tỏi,0,trẻ em,cháo|củ|cháo,,452,,,,
108,canh củ năng nấu sườn,0,trẻ em,cháo|củ|cháo,,169,421,,,
109,cua om giấm,0,người già,xôi|phở|rau,,704,,,,
109,cà tím xào,0,người già,xôi|phở|rau,,30,571,685,,
110,tôm rim,0,trẻ em,bò|lợn|lợn,,169,295,590,707,716
110,cháo gà,0,trẻ em,bò|lợn|lợn,,609,651,735,765,855
111,bê xào lá nghệ,1,trẻ em,lợn|mì|vịt,,274,,,,
111,salad xoài thịt gà,1,trẻ em,lợn|mì|vịt,,701,,,,
112,măng xào,0,trẻ em,xôi|mì|mì,,31,155,440,482,505
112,hàu nướng phô mai,0,trẻ em,xôi|mì|mì,,407,953,,,
113,canh điêu hồng nấu nghệ,1,trẻ em,quả|phở|rau,,895,,,,
113,sinh tố bơ,1,trẻ em,quả|phở|rau,,193,258,328,391,518
114,cá rô phi chiên giòn,1,người lớn,củ|củ|gà,phụ nữ mang thai,96,,,,
114,canh cá diêu hồng nấu ngót,1,người lớn,củ|củ|gà,phụ nữ mang thai,853,,,,
115,chuối cau,0,trẻ em,củ|quả|phở,,186,232,329,737,763
115,cừu việt nam nướng khoai lang chiên,0,trẻ em,củ|quả|phở,,466,,,,
116,đà điểu bít tết bánh mì,0,trẻ em,mì|cá|bò,,783,,,,
116,cà tím chiên giòn,0,trẻ em,mì|cá|bò,,274,,,,
117,bún chả cá,0,người lớn,quả|lợn|vịt,,363,409,696,725,955
117,canh khoai mỡ nấu tôm khô,0,người lớn,quả|lợn|vịt,,898,,,,
118,canh khoai mỡ nấu tôm,1,người lớn,lẩu|gà|phở,phụ nữ mang thai,442,527,757,766,862
118,trứng cút chiên xù,1,người lớn,lẩu|gà|phở,phụ nữ mang thai,92,,,,
119,cà pháo,1,người lớn,xôi|rau|bò,phụ nữ mang thai,7,62,75,76,91
119,"lẩu cá kèo, bún",1,người lớn,xôi|rau|bò,phụ nữ mang thai,326,,,,
120,lẩu thái,1,người lớn,củ|bò|mì,phụ nữ mang thai,283,346,493,745,
120,thịt kho trứng,1,người lớn,củ|bò|mì,phụ nữ mang thai,61,86,116,320,518
121,gà xào sa tế,1,người lớn,gà|rau|mì,phụ nữ mang thai,200,620,662,832,
121,tép rim ba rọi,1,người lớn,gà|rau|mì,phụ nữ mang thai,635,,,,
122,sinh tố sa-bô-chê,0,người già,bún|quả|tôm,,241,272,308,829,
122,canh rau tập tàng,0,người già,bún|quả|tôm,,440,,,,
123,nước trà lipton,1,người già,phở|bún|xôi,,720,,,,
123,trám nhồi thịt,1,người già,phở|bún|xôi,,940,,,,
124,rau muốn xào,1,người lớn,cá|quả|xôi,phụ nữ mang thai,179,,,,
124,thịt quay giòn bì,1,người lớn,cá|quả|xôi,phụ nữ mang thai,88,,,,
125,canh cải cá rô,1,người già,súp|bánh mì|súp,,488,509,,,
125,chè sương sáo,1,người già,súp|bánh mì|súp,,616,658,742,,
126,chè hạt sen nhãn nhục,0,trẻ em,cá|tôm|mì,,178,304,577,,
126,rong chân vịt trộn gà,0,trẻ em,cá|tôm|mì,,833,,,,
127,món cực ngon cho gia đình,1,người lớn,cháo|bánh mì|gà,phụ nữ mang thai,985,,,,
127,đậu hũ chiên giòn,1,người lớn,cháo|bánh mì|gà,phụ nữ mang thai,6,,,,
128,canh nấm tràm thịt băm,0,người già,lẩu|củ|vịt,,733,,,,
128,bánh canh cua,0,người già,lẩu|củ|vịt,,423,522,528,885,
129,canh sườn heo đậu đỏ,1,người lớn,phở|lẩu|phở,phụ nữ mang thai,604,646,,,
129,cá cơm chiên bột,1,người lớn,phở|lẩu|phở,phụ nữ mang thai,160,,,,
130,bơ giằm sữa,0,trẻ em,củ|tôm|xôi,,636,,,,
130,bông cải sauce tôm,0,trẻ em,củ|tôm|xôi,,898,,,,
131,rau muống xào gan heo,0,trẻ em,bún|phở|xôi,,485,,,,
131,cà tím xào thịt bằm,0,trẻ em,bún|phở|xôi,,571,,,,
132,giá hẹ xào tim heo,0,người già,quả|bún|lợn,,194,859,,,
132,thịt ba rọi chiên,0,người già,quả|bún|lợn,,307,337,425,587,
133,nước dừa xiêm,1,trẻ em,rau|phở|phở,,458,773,,,
133,cá nục kho me,1,trẻ em,rau|phở|phở,,571,887,,,
134,cải chua trộn mắm gừng,1,người già,bún|bánh mì|bò,,844,,,,
134,tép đồng cuốn bánh tráng,1,người già,bún|bánh mì|bò,,421,,,,
135,cháo hoa cúc,0,trẻ em,súp|củ|cháo,,498,,,,
135,chè đậu đỏ bánh lọt,0,trẻ em,súp|củ|cháo,,701,,,,
136,cải ngồng luộc chấm mắm,1,trẻ em,bò|lợn|tôm,,972,973,,,
136,ngô ngọt xào bơ,1,trẻ em,bò|lợn|tôm,,964,,,,
137,phở nghêu,0,người lớn,lợn|bò|quả,,367,831,,,
137,đậu cove xào tỏi,0,người lớn,lợn|bò|quả,,704,,,,
138,gà kho nước tương,0,người già,xôi|lợn|mì,,488,509,,,
138,bó xôi xào tỏi,0,người già,xôi|lợn|mì,,635,842,907,,
139,cá trôi chiên ròn,0,trẻ em,phở|mì|bánh mì,,83,,,,
139,bắp bò luộc ngũ vị,0,trẻ em,phở|mì|bánh mì,,108,,,,
140,nước ép vải,1,người lớn,vịt|bún|cháo,phụ nữ mang thai,213,,,,
140,thịt luộc cuốn bánh tráng mè,1,người lớn,vịt|bún|cháo,phụ nữ mang thai,701,,,,
141,rau bí xào tỏi,0,trẻ em,gà|củ|bò,,1,6,142,236,616
141,canh cải ngọt nấu ngao,0,trẻ em,gà|củ|bò,,97,,,,
142,tôm rim ba rọi,0,trẻ em,cá|bò|lẩu,,590,716,,,
142,canh nấm thịt xay,0,trẻ em,cá|bò|lẩu,,671,,,,
143,canh cải thảo thịt bò,0,người già,xôi|cá|súp,,69,,,,
143,nho,0,người già,xôi|cá|súp,,166,199,200,224,230
144,cá lóc kho tộ,0,người lớn,vịt|củ|lẩu,,242,289,347,830,
144,canh mướp hương nấm rơm,0,người lớn,vịt|củ|lẩu,,184,,,,
145,cá rô nướng,0,người già,xôi|bánh mì|rau,,119,,,,
145,canh ngót cá điêu hồng,0,người già,xôi|bánh mì|rau,,616,625,658,,
146,tôm hấp hành,1,trẻ em,súp|củ|xôi,,389,935,,,
146,thịt viên xiên nướng,1,trẻ em,súp|củ|xôi,,134,,,,
147,gà hấp hành,0,người già,bò|củ|quả,,560,,,,
147,cá thu chiên xốt chanh dây,0,người già,bò|củ|quả,,,,,,
148,gỏi tôm ngó sen,1,người già,cá|rau|xôi,,364,,,,
148,lòng gà xào nấm,1,người già,cá|rau|xôi,,14,,,,
149,thịt bò xào sa tế,0,người lớn,tôm|lợn|vịt,,322,,,,
149,thịt bò kho,0,người lớn,tôm|lợn|vịt,,559,,,,
150,cá trê chiên giòn chấm mắm gừng,0,trẻ em,súp|gà|rau,,343,,,,
150,trứng cút chiên xù,0,trẻ em,súp|gà|rau,,92,,,,
151,canh cải ngọt nấu ngao,1,người lớn,xôi|lẩu|súp,phụ nữ mang thai,97,,,,
151,ớt chuông xào bò,1,người lớn,xôi|lẩu|súp,phụ nữ mang thai,709,,,,
152,cá chẻm hấp gừng,0,người lớn,quả|bánh mì|bò,,563,,,,
152,hoa thiên lý xào thịt bò,0,người lớn,quả|bánh mì|bò,,44,66,,,
153,canh chua tôm,1,trẻ em,súp|bún|gà,,11,163,415,601,643
153,đậu non sốt chanh leo,1,trẻ em,súp|bún|gà,,49,,,,
154,bún cá,1,người già,củ|rau|tôm,,264,599,639,894,
154,bò xào nấmbắp non  cà rốt,1,người già,củ|rau|tôm,,244,937,,,
155,bánh hỏi cuốn thịt quay,1,người lớn,bún|rau|gà,phụ nữ mang thai,630,,,,
155,bánh cuốn,1,người lớn,bún|rau|gà,phụ nữ mang thai,333,453,552,555,621
156,salad thịt bò cà tím,1,người già,quả|xôi|tôm,,688,,,,
156,rau ngổ luộc chấm nước cá kho,1,người già,quả|xôi|tôm,,902,,,,
157,canh cá thu nấu ngót,0,người già,lẩu|bún|củ,,245,791,907,938,
157,thác lác nấu riêu,0,người già,lẩu|bún|củ,,383,929,,,
158,"lẩu cá kèo, bún",0,người lớn,vịt|rau|súp,,326,,,,
158,gà quay,0,người lớn,vịt|rau|súp,,3,110,189,492,557
159,gan heo hầm hà thủ ô,1,trẻ em,lợn|bò|tôm,,163,,,,
159,miến gà tôm thịt,1,trẻ em,lợn|bò|tôm,,684,,,,
160,khổ qua nhồi thịt,1,người lớn,vịt|lợn|gà,phụ nữ mang thai,382,584,928,,
160,canh chua gà lá giang,1,người lớn,vịt|lợn|gà,phụ nữ mang thai,787,,,,
161,bồ câu nướng muối ớt,0,người già,bún|cháo|bò,,763,,,,
161,canh riêu cá điêu hồng,0,người già,bún|cháo|bò,,742,,,,
162,ngao hấp sả,0,trẻ em,gà|rau|tôm,,43,,,,
162,ngồng cải luộc,0,trẻ em,gà|rau|tôm,,145,401,947,,
163,đọt bí xào thịt bò,1,người lớn,quả|súp|lẩu,phụ nữ mang thai,671,,,,
163,xà lách trộn dầu giấm,1,người lớn,quả|súp|lẩu,phụ nữ mang thai,226,232,415,460,604
164,dưa gang giằm,0,người lớn,quả|lẩu|bò,,373,748,751,919,
164,dưa giá,0,người lớn,quả|lẩu|bò,,78,766,838,,
165,canh đuôi heo hầm atiso,1,người già,quả|bò|bún,,538,,,,
165,bò xào bông cải,1,người già,quả|bò|bún,,164,290,314,490,629
166,hành muối,1,người già,cá|rau|bò,,141,,,,
166,tôm hấp mướp,1,người già,cá|rau|bò,,32,,,,
167,măng xào tôm,0,người lớn,cá|cá|gà,,440,482,641,755,
167,nước rau má,0,người lớn,cá|cá|gà,,171,197,255,267,503
168,cá lóc kho xốt tương gừng,0,người lớn,tôm|lẩu|phở,,296,398,,,
168,miến gà tôm thịt,0,người lớn,tôm|lẩu|phở,,684,,,,
169,cà ri tôm rau củ,1,trẻ em,xôi|xôi|bánh mì,,462,,,,
169,canh rau dền,1,trẻ em,xôi|xôi|bánh mì,,139,154,428,503,
170,giá xào hẹ,0,người lớn,bánh mì|mì|tôm,,175,301,,,
170,trứng cút chiên xù,0,người lớn,bánh mì|mì|tôm,,92,,,,
171,canh khổ qua cá rô đồng,1,người lớn,xôi|bún|lẩu,phụ nữ mang thai,550,,,,
171,trái cây ướp lạnh,1,người lớn,xôi|bún|lẩu,phụ nữ mang thai,257,323,725,803,
172,súp trái cây nấu gà,0,người lớn,lẩu|tôm|mì,,615,657,,,
172,bắp cải trắng luộc,0,người lớn,lẩu|tôm|mì,,608,734,,,
173,nước sâm bí đao,0,người lớn,súp|vịt|mì,,465,507,570,,
173,nước bí đao,0,người lớn,súp|vịt|mì,,529,780,886,,
174,cà dầm nước mắm,0,người già,súp|xôi|lợn,,47,83,,,
174,sinh tố dưa gang,0,người già,súp|xôi|lợn,,169,295,491,512,
175,cá rô kho rau răm,0,người lớn,củ|rau|cá,,235,,,,
175,canh cải xooang thịt bằm,0,người lớn,củ|rau|cá,,391,,,,
176,bún gạo nấu bò viên,0,người lớn,rau|bánh mì|cá,,675,,,,
176,trứng cá thu hấp gừng,0,người lớn,rau|bánh mì|cá,,421,,,,
177,hến nấu thì là,1,người già,quả|súp|quả,,859,,,,
177,chả giò cá lóc,1,người già,quả|súp|quả,,170,,,,
178,cải chua xào tôm,0,người già,xôi|lợn|xôi,,518,875,,,
178,cá điêu hồng hấp tàu xì,0,người già,xôi|lợn|xôi,,706,,,,
179,thịt cua xào chua ngọt,0,người già,xôi|gà|cá,,595,784,,,
